id,char,pinyin,initial,strokes,level,polyphonic
2758,渴,kě,K,12,1,False
2759,溃,huì|kuì,H,12,1,True
2760,溅,jiàn,J,12,1,False
2761,滑,huá,H,12,1,False
2762,湃,pài,P,12,1,False
2763,渝,yú,Y,12,1,False
2764,湾,wān,W,12,1,False
2765,渡,dù,D,12,1,False
2766,游,yóu,Y,12,1,False
2767,滋,zī,Z,12,1,False
2768,渲,xuàn,X,12,1,False
2769,溉,gài,G,12,1,False
2770,愤,fèn,F,12,1,False
2771,慌,huāng,H,12,1,False
2772,惰,duò,D,12,1,False
2773,愕,è,È,12,1,False
2774,愣,lèng,L,12,1,False
2775,惶,huáng,H,12,1,False
2776,愧,kuì,K,12,1,False
2777,愉,yú,Y,12,1,False
2778,慨,kǎi,K,12,1,False
2779,割,gē,G,12,1,False
2780,寒,hán,H,12,1,False
2781,富,fù,F,12,1,False
2782,寓,yù,Y,12,1,False
2783,窜,cuàn,C,12,1,False
2784,窝,wō,W,12,1,False
2785,窖,jiào,J,12,1,False
2786,窗,chuāng,C,12,1,False
2787,窘,jiǒng,J,12,1,False
2788,遍,biàn,B,12,1,False
2789,雇,gù,G,12,1,False
2790,裕,yù,Y,12,1,False
2791,裤,kù,K,12,1,False
2792,裙,qún,Q,12,1,False
2793,禅,chán|shàn,C,12,1,True
2794,禄,lù,L,12,1,False
2795,谢,xiè,X,12,1,False
2796,谣,yáo,Y,12,1,False
2797,谤,bàng,B,12,1,False
2798,谦,qiān,Q,12,1,False
2799,犀,xī,X,12,1,False
2800,属,shǔ,S,12,1,False
2801,屡,lǚ,L,12,1,False
2802,强,jiàng|qiáng|qiǎng,J,12,1,True
2803,粥,zhōu,Z,12,1,False
2804,疏,shū,S,12,1,False
2805,隔,gé,G,12,1,False
2806,隙,xì,X,12,1,False
2807,隘,ài,À,12,1,False
2808,媒,méi,M,12,1,False
2809,絮,xù,X,12,1,False
2810,嫂,sǎo,S,12,1,False
2811,媚,mèi,M,12,1,False
2812,婿,xù,X,12,1,False
2813,登,dēng,D,12,1,False
2814,缅,miǎn,M,12,1,False
2815,缆,lǎn,L,12,1,False
2816,缉,jī|qī,J,12,1,True
2817,缎,duàn,D,12,1,False
2818,缓,huǎn,H,12,1,False
2819,缔,dì,D,12,1,False
2820,缕,lǚ,L,12,1,False
2821,骗,piàn,P,12,1,False
2822,编,biān,B,12,1,False
2823,骚,sāo,S,12,1,False
2824,缘,yuán,Y,12,1,False
2825,瑟,sè,S,13,1,False
2826,鹉,wǔ,W,13,1,False
2827,瑞,ruì,R,13,1,False
2828,瑰,guī,G,13,1,False
2829,瑙,nǎo,N,13,1,False
2830,魂,hún,H,13,1,False
2831,肆,sì,S,13,1,False
2832,摄,shè,S,13,1,False
2833,摸,mō,M,13,1,False
2834,填,tián,T,13,1,False
2835,搏,bó,B,13,1,False
2836,塌,tā,T,13,1,False
2837,鼓,gǔ,G,13,1,False
2838,摆,bǎi,B,13,1,False
2839,携,xié,X,13,1,False
2840,搬,bān,B,13,1,False
2841,摇,yáo,Y,13,1,False
2842,搞,gǎo,G,13,1,False
2843,塘,táng,T,13,1,False
2844,摊,tān,T,13,1,False
2845,聘,pìn,P,13,1,False
2846,斟,zhēn,Z,13,1,False
2847,蒜,suàn,S,13,1,False
2848,勤,qín,Q,13,1,False
2849,靴,xuē,X,13,1,False
2850,靶,bǎ,B,13,1,False
2851,鹊,què,Q,13,1,False
2852,蓝,lán,L,13,1,False
2853,墓,mù,M,13,1,False
2854,幕,mù,M,13,1,False
2855,蓬,péng,P,13,1,False
2856,蓄,xù,X,13,1,False
2857,蒲,pú,P,13,1,False
2858,蓉,róng,R,13,1,False
2859,蒙,mēng|méng|měng,M,13,1,True
2860,蒸,zhēng,Z,13,1,False
2861,献,xiàn,X,13,1,False
2862,椿,chūn,C,13,1,False
2863,禁,jīn|jìn,J,13,1,True
2864,楚,chǔ,C,13,1,False
2865,楷,jiē|kǎi,J,13,1,True
2866,榄,lǎn,L,13,1,False
2867,想,xiǎng,X,13,1,False
2868,槐,huái,H,13,1,False
2869,榆,yú,Y,13,1,False
2870,楼,lóu,L,13,1,False
2871,概,gài,G,13,1,False
2872,赖,lài,L,13,1,False
2873,酪,lào,L,13,1,False
2874,酬,chóu,C,13,1,False
2875,感,gǎn,G,13,1,False
2876,碍,ài,À,13,1,False
2877,碘,diǎn,D,13,1,False
2878,碑,bēi,B,13,1,False
2879,碎,suì,S,13,1,False
2880,碰,pèng,P,13,1,False
2881,碗,wǎn,W,13,1,False
2882,碌,liù|lù,L,13,1,True
2883,尴,gān,G,13,1,False
2884,雷,léi,L,13,1,False
2885,零,líng,L,13,1,False
2886,雾,wù,W,13,1,False
2887,雹,báo,B,13,1,False
2888,辐,fú,F,13,1,False
2889,辑,jí,J,13,1,False
2890,输,shū,S,13,1,False
2891,督,dū,D,13,1,False
2892,频,pín,P,13,1,False
2893,龄,líng,L,13,1,False
2894,鉴,jiàn,J,13,1,False
2895,睛,jīng,J,13,1,False
2896,睹,dǔ,D,13,1,False
2897,睦,mù,M,13,1,False
2898,瞄,miáo,M,13,1,False
2899,睫,jié,J,13,1,False
2900,睡,shuì,S,13,1,False
2901,睬,cǎi,C,13,1,False
2902,嗜,shì,S,13,1,False
2903,鄙,bǐ,B,13,1,False
2904,嗦,suō,S,13,1,False
2905,愚,yú,Y,13,1,False
2906,暖,nuǎn,N,13,1,False
2907,盟,méng,M,13,1,False
2908,歇,xiē,X,13,1,False
2909,暗,àn,À,13,1,False
2910,暇,xiá,X,13,1,False
2911,照,zhào,Z,13,1,False
2912,畸,jī,J,13,1,False
2913,跨,kuà,K,13,1,False
2914,跷,qiāo,Q,13,1,False
2915,跳,tiào,T,13,1,False
2916,跺,duò,D,13,1,False
2917,跪,guì,G,13,1,False
2918,路,lù,L,13,1,False
2919,跤,jiāo,J,13,1,False
2920,跟,gēn,G,13,1,False
2921,遣,qiǎn,Q,13,1,False
2922,蜈,wú,W,13,1,False
2923,蜗,wō,W,13,1,False
2924,蛾,é,É,13,1,False
2925,蜂,fēng,F,13,1,False
2926,蜕,tuì,T,13,1,False
2927,嗅,xiù,X,13,1,False
2928,嗡,wēng,W,13,1,False
2929,嗓,sǎng,S,13,1,False
2930,署,shǔ,S,13,1,False
2931,置,zhì,Z,13,1,False
2932,罪,zuì,Z,13,1,False
2933,罩,zhào,Z,13,1,False
2934,蜀,shǔ,S,13,1,False
2935,幌,huǎng,H,13,1,False
2936,错,cuò,C,13,1,False
2937,锚,máo,M,13,1,False
2938,锡,xī,X,13,1,False
2939,锣,luó,L,13,1,False
2940,锤,chuí,C,13,1,False
2941,锥,zhuī,Z,13,1,False
2942,锦,jǐn,J,13,1,False
2943,键,jiàn,J,13,1,False
2944,锯,jù,J,13,1,False
2945,锰,měng,M,13,1,False
2946,矮,ǎi,Ǎ,13,1,False
2947,辞,cí,C,13,1,False
2948,稚,zhì,Z,13,1,False
2949,稠,chóu,C,13,1,False
2950,颓,tuí,T,13,1,False
2951,愁,chóu,C,13,1,False
2952,筹,chóu,C,13,1,False
2953,签,qiān,Q,13,1,False
2954,简,jiǎn,J,13,1,False
2955,筷,kuài,K,13,1,False
2956,毁,huǐ,H,13,1,False
2957,舅,jiù,J,13,1,False
2958,鼠,shǔ,S,13,1,False
2959,催,cuī,C,13,1,False
2960,傻,shǎ,S,13,1,False
2961,像,xiàng,X,13,1,False
2962,躲,duǒ,D,13,1,False
2963,魁,kuí,K,13,1,False
2964,衙,yá,Y,13,1,False
2965,微,wēi,W,13,1,False
2966,愈,yù,Y,13,1,False
2967,遥,yáo,Y,13,1,False
2968,腻,nì,N,13,1,False
2969,腰,yāo,Y,13,1,False
2970,腥,xīng,X,13,1,False
2971,腮,sāi,S,13,1,False
2972,腹,fù,F,13,1,False
2973,腺,xiàn,X,13,1,False
2974,鹏,péng,P,13,1,False
2975,腾,téng,T,13,1,False
2976,腿,tuǐ,T,13,1,False
2977,鲍,bào,B,13,1,False
2978,猿,yuán,Y,13,1,False
2979,颖,yǐng,Y,13,1,False
2980,触,chù,C,13,1,False
2981,解,jiě|jiè|xiè,J,13,1,True
2982,煞,shā|shà,S,13,1,True
2983,雏,chú,C,13,1,False
2984,馍,mó,M,13,1,False
2985,馏,liú|liù,L,13,1,True
2986,酱,jiàng,J,13,1,False
2987,禀,bǐng,B,13,1,False
2988,痹,bì,B,13,1,False
2989,廓,kuò,K,13,1,False
2990,痴,chī,C,13,1,False
2991,痰,tán,T,13,1,False
2992,廉,lián,L,13,1,False
2993,靖,jìng,J,13,1,False
2994,新,xīn,X,13,1,False
2995,韵,yùn,Y,13,1,False
2996,意,yì,Y,13,1,False
2997,誊,téng,T,13,1,False
2998,粮,liáng,L,13,1,False
2999,数,shǔ|shù|shuò,S,13,1,True
3000,煎,jiān,J,13,1,False
3001,塑,sù,S,13,1,False
3002,慈,cí,C,13,1,False
3003,煤,méi,M,13,1,False
3004,煌,huáng,H,13,1,False
3005,满,mǎn,M,13,1,False
3006,漠,mò,M,13,1,False
3007,滇,diān,D,13,1,False
3008,源,yuán,Y,13,1,False
3009,滤,lǜ,L,13,1,False
3010,滥,làn,L,13,1,False
3011,滔,tāo,T,13,1,False
3012,溪,xī,X,13,1,False
3013,溜,liū|liù,L,13,1,True
3014,漓,lí,L,13,1,False
3015,滚,gǔn,G,13,1,False
3016,溢,yì,Y,13,1,False
3017,溯,sù,S,13,1,False
3018,滨,bīn,B,13,1,False
3019,溶,róng,R,13,1,False
3020,溺,nì,N,13,1,False
3021,粱,liáng,L,13,1,False
3022,滩,tān,T,13,1,False
3023,慎,shèn,S,13,1,False
3024,誉,yù,Y,13,1,False
3025,塞,sāi|sài|sè,S,13,1,True
3026,寞,mò,M,13,1,False
3027,窥,kuī,K,13,1,False
3028,窟,kū,K,13,1,False
3029,寝,qǐn,Q,13,1,False
3030,谨,jǐn,J,13,1,False
3031,褂,guà,G,13,1,False
3032,裸,luǒ,L,13,1,False
3033,福,fú,F,13,1,False
3034,谬,miù,M,13,1,False
3035,群,qún,Q,13,1,False
3036,殿,diàn,D,13,1,False
3037,辟,bì|pì,B,13,1,True
3038,障,zhàng,Z,13,1,False
3039,媳,xí,X,13,1,False
3040,嫉,jí,J,13,1,False
3041,嫌,xián,X,13,1,False
3042,嫁,jià,J,13,1,False
3043,叠,dié,D,13,1,False
3044,缚,fù,F,13,1,False
3045,缝,féng|fèng,F,13,1,True
3046,缠,chán,C,13,1,False
3047,缤,bīn,B,13,1,False
3048,剿,jiǎo,J,13,1,False
3049,静,jìng,J,14,1,False
3050,碧,bì,B,14,1,False
3051,璃,lí,L,14,1,False
3052,赘,zhuì,Z,14,1,False
3053,熬,āo|áo,Ā,14,1,True
3054,墙,qiáng,Q,14,1,False
3055,墟,xū,X,14,1,False
3056,嘉,jiā,J,14,1,False
3057,摧,cuī,C,14,1,False
3058,赫,hè,H,14,1,False
3059,截,jié,J,14,1,False
3060,誓,shì,S,14,1,False
3061,境,jìng,J,14,1,False
3062,摘,zhāi,Z,14,1,False
3063,摔,shuāi,S,14,1,False
3064,撇,piē|piě,P,14,1,True
3065,聚,jù,J,14,1,False
3066,慕,mù,M,14,1,False
3067,暮,mù,M,14,1,False
3068,摹,mó,M,14,1,False
3069,蔓,mán|màn|wàn,M,14,1,True
3070,蔑,miè,M,14,1,False
3071,蔡,cài,C,14,1,False
3072,蔗,zhè,Z,14,1,False
3073,蔽,bì,B,14,1,False
3074,蔼,ǎi,Ǎ,14,1,False
3075,熙,xī,X,14,1,False
3076,蔚,wèi|yù,W,14,1,True
3077,兢,jīng,J,14,1,False
3078,模,mó|mú,M,14,1,True
3079,槛,jiàn|kǎn,J,14,1,True
3080,榴,liú,L,14,1,False
3081,榜,bǎng,B,14,1,False
3082,榨,zhà,Z,14,1,False
3083,榕,róng,R,14,1,False
3084,歌,gē,G,14,1,False
3085,遭,zāo,Z,14,1,False
3086,酵,jiào,J,14,1,False
3087,酷,kù,K,14,1,False
3088,酿,niàng,N,14,1,False
3089,酸,suān,S,14,1,False
3090,碟,dié,D,14,1,False
3091,碱,jiǎn,J,14,1,False
3092,碳,tàn,T,14,1,False
3093,磁,cí,C,14,1,False
3094,愿,yuàn,Y,14,1,False
3095,需,xū,X,14,1,False
3096,辖,xiá,X,14,1,False
3097,辗,zhǎn,Z,14,1,False
3098,雌,cí,C,14,1,False
3099,裳,shang,S,14,1,False
3100,颗,kē,K,14,1,False
3101,瞅,chǒu,C,14,1,False
3102,墅,shù,S,14,1,False
3103,嗽,sòu,S,14,1,False
3104,踊,yǒng,Y,14,1,False
3105,蜻,qīng,Q,14,1,False
3106,蜡,là,L,14,1,False
3107,蝇,yíng,Y,14,1,False
3108,蜘,zhī,Z,14,1,False
3109,蝉,chán,C,14,1,False
3110,嘛,ma,M,14,1,False
3111,嘀,dí,D,14,1,False
3112,赚,zhuàn,Z,14,1,False
3113,锹,qiāo,Q,14,1,False
3114,锻,duàn,D,14,1,False
3115,镀,dù,D,14,1,False
3116,舞,wǔ,W,14,1,False
3117,舔,tiǎn,T,14,1,False
3118,稳,wěn,W,14,1,False
3119,熏,xūn,X,14,1,False
3120,箕,jī,J,14,1,False
3121,算,suàn,S,14,1,False
3122,箩,luó,L,14,1,False
3123,管,guǎn,G,14,1,False
3124,箫,xiāo,X,14,1,False
3125,舆,yú,Y,14,1,False
3126,僚,liáo,L,14,1,False
3127,僧,sēng,S,14,1,False
3128,鼻,bí,B,14,1,False
3129,魄,pò,P,14,1,False
3130,魅,mèi,M,14,1,False
3131,貌,mào,M,14,1,False
3132,膜,mó,M,14,1,False
3133,膊,bó,B,14,1,False
3134,膀,bǎng|pāng|páng,B,14,1,True
3135,鲜,xiān|xiǎn,X,14,1,True
3136,疑,yí,Y,14,1,False
3137,孵,fū,F,14,1,False
3138,馒,mán,M,14,1,False
3139,裹,guǒ,G,14,1,False
3140,敲,qiāo,Q,14,1,False
3141,豪,háo,H,14,1,False
3142,膏,gāo|gào,G,14,1,True
3143,遮,zhē,Z,14,1,False
3144,腐,fǔ,F,14,1,False
3145,瘩,dá|da,D,14,1,True
3146,瘟,wēn,W,14,1,False
3147,瘦,shòu,S,14,1,False
3148,辣,là,L,14,1,False
3149,彰,zhāng,Z,14,1,False
3150,竭,jié,J,14,1,False
3151,端,duān,D,14,1,False
3152,旗,qí,Q,14,1,False
3153,精,jīng,J,14,1,False
3154,粹,cuì,C,14,1,False
3155,歉,qiàn,Q,14,1,False
3156,弊,bì,B,14,1,False
3157,熄,xī,X,14,1,False
3158,熔,róng,R,14,1,False
3159,煽,shān,S,14,1,False
3160,潇,xiāo,X,14,1,False
3161,漆,qī,Q,14,1,False
3162,漱,shù,S,14,1,False
3163,漂,piāo|piǎo|piào,P,14,1,True
3164,漫,màn,M,14,1,False
3165,滴,dī,D,14,1,False
3166,漾,yàng,Y,14,1,False
3167,演,yǎn,Y,14,1,False
3168,漏,lòu,L,14,1,False
3169,慢,màn,M,14,1,False
3170,慷,kāng,K,14,1,False
3171,寨,zhài,Z,14,1,False
3172,赛,sài,S,14,1,False
3173,寡,guǎ,G,14,1,False
3174,察,chá,C,14,1,False
3175,蜜,mì,M,14,1,False
3176,寥,liáo,L,14,1,False
3177,谭,tán,T,14,1,False
3178,肇,zhào,Z,14,1,False
3179,褐,hè,H,14,1,False
3180,褪,tuì|tùn,T,14,1,True
3181,谱,pǔ,P,14,1,False
3182,隧,suì,S,14,1,False
3183,嫩,nèn,N,14,1,False
3184,翠,cuì,C,14,1,False
3185,熊,xióng,X,14,1,False
3186,凳,dèng,D,14,1,False
3187,骡,luó,L,14,1,False
3188,缩,sù|suō,S,14,1,True
3189,慧,huì,H,15,1,False
3190,撵,niǎn,N,15,1,False
3191,撕,sī,S,15,1,False
3192,撒,sā|sǎ,S,15,1,True
3193,撩,liāo|liáo,L,15,1,True
3194,趣,qù,Q,15,1,False
3195,趟,tàng,T,15,1,False
3196,撑,chēng,C,15,1,False
3197,撮,cuō|zuǒ,C,15,1,True
3198,撬,qiào,Q,15,1,False
3199,播,bō,B,15,1,False
3200,擒,qín,Q,15,1,False
3201,墩,dūn,D,15,1,False
3202,撞,zhuàng,Z,15,1,False
3203,撤,chè,C,15,1,False
3204,增,zēng,Z,15,1,False
3205,撰,zhuàn,Z,15,1,False
3206,聪,cōng,C,15,1,False
3207,鞋,xié,X,15,1,False
3208,鞍,ān,Ā,15,1,False
3209,蕉,jiāo,J,15,1,False
3210,蕊,ruǐ,R,15,1,False
3211,蔬,shū,S,15,1,False
3212,蕴,yùn,Y,15,1,False
3213,横,héng|hèng,H,15,1,True
3214,槽,cáo,C,15,1,False
3215,樱,yīng,Y,15,1,False
3216,橡,xiàng,X,15,1,False
3217,樟,zhāng,Z,15,1,False
3218,橄,gǎn,G,15,1,False
3219,敷,fū,F,15,1,False
3220,豌,wān,W,15,1,False
3221,飘,piāo,P,15,1,False
3222,醋,cù,C,15,1,False
3223,醇,chún,C,15,1,False
3224,醉,zuì,Z,15,1,False
3225,磕,kē,K,15,1,False
3226,磊,lěi,L,15,1,False
3227,磅,bàng|páng,B,15,1,True
3228,碾,niǎn,N,15,1,False
3229,震,zhèn,Z,15,1,False
3230,霄,xiāo,X,15,1,False
3231,霉,méi,M,15,1,False
3232,瞒,mán,M,15,1,False
3233,题,tí,T,15,1,False
3234,暴,bào,B,15,1,False
3235,瞎,xiā,X,15,1,False
3236,嘻,xī,X,15,1,False
3237,嘶,sī,S,15,1,False
3238,嘲,cháo,C,15,1,False
3239,嘹,liáo,L,15,1,False
3240,影,yǐng,Y,15,1,False
3241,踢,tī,T,15,1,False
3242,踏,tā|tà,T,15,1,True
3243,踩,cǎi,C,15,1,False
3244,踪,zōng,Z,15,1,False
3245,蝶,dié,D,15,1,False
3246,蝴,hú,H,15,1,False
3247,蝠,fú,F,15,1,False
3248,蝎,xiē,X,15,1,False
3249,蝌,kē,K,15,1,False
3250,蝗,huáng,H,15,1,False
3251,蝙,biān,B,15,1,False
3252,嘿,hēi,H,15,1,False
3253,嘱,zhǔ,Z,15,1,False
3254,幢,chuáng|zhuàng,C,15,1,True
3255,墨,mò,M,15,1,False
3256,镇,zhèn,Z,15,1,False
3257,镐,gǎo,G,15,1,False
3258,镑,bàng,B,15,1,False
3259,靠,kào,K,15,1,False
3260,稽,jī,J,15,1,False
3261,稻,dào,D,15,1,False
3262,黎,lí,L,15,1,False
3263,稿,gǎo,G,15,1,False
3264,稼,jià,J,15,1,False
3265,箱,xiāng,X,15,1,False
3266,篓,lǒu,L,15,1,False
3267,箭,jiàn,J,15,1,False
3268,篇,piān,P,15,1,False
3269,僵,jiāng,J,15,1,False
3270,躺,tǎng,T,15,1,False
3271,僻,pì,P,15,1,False
3272,德,dé,D,15,1,False
3273,艘,sōu,S,15,1,False
3274,膝,xī,X,15,1,False
3275,膛,táng,T,15,1,False
3276,鲤,lǐ,L,15,1,False
3277,鲫,jì,J,15,1,False
3278,熟,shóu|shú,S,15,1,True
3279,摩,mā|mó,M,15,1,True
3280,褒,bāo,B,15,1,False
3281,瘪,biē|biě,B,15,1,True
3282,瘤,liú,L,15,1,False
3283,瘫,tān,T,15,1,False
3284,凛,lǐn,L,15,1,False
3285,颜,yán,Y,15,1,False
3286,毅,yì,Y,15,1,False
3287,糊,hū|hú|hù,H,15,1,True
3288,遵,zūn,Z,15,1,False
3289,憋,biē,B,15,1,False
3290,潜,qián,Q,15,1,False
3291,澎,péng,P,15,1,False
3292,潮,cháo,C,15,1,False
3293,潭,tán,T,15,1,False
3294,鲨,shā,S,15,1,False
3295,澳,ào,À,15,1,False
3296,潘,pān,P,15,1,False
3297,澈,chè,C,15,1,False
3298,澜,lán,L,15,1,False
3299,澄,chéng|dèng,C,15,1,True
3300,懂,dǒng,D,15,1,False
3301,憔,qiáo,Q,15,1,False
3302,懊,ào,À,15,1,False
3303,憎,zēng,Z,15,1,False
3304,额,é,É,15,1,False
3305,翩,piān,P,15,1,False
3306,褥,rù,R,15,1,False
3307,谴,qiǎn,Q,15,1,False
3308,鹤,hè,H,15,1,False
3309,憨,hān,H,15,1,False
3310,慰,wèi,W,15,1,False
3311,劈,pī|pǐ,P,15,1,True
3312,履,lǚ,L,15,1,False
3313,豫,yù,Y,15,1,False
3314,缭,liáo,L,15,1,False
3315,撼,hàn,H,16,1,False
3316,擂,léi|lèi,L,16,1,True
3317,操,cāo,C,16,1,False
3318,擅,shàn,S,16,1,False
3319,燕,yān|yàn,Y,16,1,True
3320,蕾,lěi,L,16,1,False
3321,薯,shǔ,S,16,1,False
3322,薛,xuē,X,16,1,False
3323,薇,wēi,W,16,1,False
3324,擎,qíng,Q,16,1,False
3325,薪,xīn,X,16,1,False
3326,薄,báo|bó|bò,B,16,1,True
3327,颠,diān,D,16,1,False
3328,翰,hàn,H,16,1,False
3329,噩,è,È,16,1,False
3330,橱,chú,C,16,1,False
3331,橙,chéng,C,16,1,False
3332,橘,jú,J,16,1,False
3333,整,zhěng,Z,16,1,False
3334,融,róng,R,16,1,False
3335,瓢,piáo,P,16,1,False
3336,醒,xǐng,X,16,1,False
3337,霍,huò,H,16,1,False
3338,霎,shà,S,16,1,False
3339,辙,zhé,Z,16,1,False
3340,冀,jì,J,16,1,False
3341,餐,cān,C,16,1,False
3342,嘴,zuǐ,Z,16,1,False
3343,踱,duó,D,16,1,False
3344,蹄,tí,T,16,1,False
3345,蹂,róu,R,16,1,False
3346,蟆,má,M,16,1,False
3347,螃,páng,P,16,1,False
3348,器,qì,Q,16,1,False
3349,噪,zào,Z,16,1,False
3350,鹦,yīng,Y,16,1,False
3351,赠,zèng,Z,16,1,False
3352,默,mò,M,16,1,False
3353,黔,qián,Q,16,1,False
3354,镜,jìng,J,16,1,False
3355,赞,zàn,Z,16,1,False
3356,穆,mù,M,16,1,False
3357,篮,lán,L,16,1,False
3358,篡,cuàn,C,16,1,False
3359,篷,péng,P,16,1,False
3360,篱,lí,L,16,1,False
3361,儒,rú,R,16,1,False
3362,邀,yāo,Y,16,1,False
3363,衡,héng,H,16,1,False
3364,膨,péng,P,16,1,False
3365,雕,diāo,D,16,1,False
3366,鲸,jīng,J,16,1,False
3367,磨,mó|mò,M,16,1,True
3368,瘾,yǐn,Y,16,1,False
3369,瘸,qué,Q,16,1,False
3370,凝,níng,N,16,1,False
3371,辨,biàn,B,16,1,False
3372,辩,biàn,B,16,1,False
3373,糙,cāo,C,16,1,False
3374,糖,táng,T,16,1,False
3375,糕,gāo,G,16,1,False
3376,燃,rán,R,16,1,False
3377,濒,bīn,B,16,1,False
3378,澡,zǎo,Z,16,1,False
3379,激,jī,J,16,1,False
3380,懒,lǎn,L,16,1,False
3381,憾,hàn,H,16,1,False
3382,懈,xiè,X,16,1,False
3383,窿,lóng,L,16,1,False
3384,壁,bì,B,16,1,False
3385,避,bì,B,16,1,False
3386,缰,jiāng,J,16,1,False
3387,缴,jiǎo,J,16,1,False
3388,戴,dài,D,17,1,False
3389,擦,cā,C,17,1,False
3390,藉,jí|jiè,J,17,1,True
3391,鞠,jū,J,17,1,False
3392,藏,cáng|zàng,C,17,1,True
3393,藐,miǎo,M,17,1,False
3394,檬,méng,M,17,1,False
3395,檐,yán,Y,17,1,False
3396,檀,tán,T,17,1,False
3397,礁,jiāo,J,17,1,False
3398,磷,lín,L,17,1,False
3399,霜,shuāng,S,17,1,False
3400,霞,xiá,X,17,1,False
3401,瞭,liào,L,17,1,False
3402,瞧,qiáo,Q,17,1,False
3403,瞬,shùn,S,17,1,False
3404,瞳,tóng,T,17,1,False
3405,瞩,zhǔ,Z,17,1,False
3406,瞪,dèng,D,17,1,False
3407,曙,shǔ,S,17,1,False
3408,蹋,tà,T,17,1,False
3409,蹈,dǎo,D,17,1,False
3410,螺,luó,L,17,1,False
3411,蟋,xī,X,17,1,False
3412,蟀,shuài,S,17,1,False
3413,嚎,háo,H,17,1,False
3414,赡,shàn,S,17,1,False
3415,穗,suì,S,17,1,False
3416,魏,wèi,W,17,1,False
3417,簧,huáng,H,17,1,False
3418,簇,cù,C,17,1,False
3419,繁,fán|pó,F,17,1,True
3420,徽,huī,H,17,1,False
3421,爵,jué,J,17,1,False
3422,朦,méng,M,17,1,False
3423,臊,sāo|sào,S,17,1,True
3424,鳄,è,È,17,1,False
3425,癌,ái,Á,17,1,False
3426,辫,biàn,B,17,1,False
3427,赢,yíng,Y,17,1,False
3428,糟,zāo,Z,17,1,False
3429,糠,kāng,K,17,1,False
3430,燥,zào,Z,17,1,False
3431,懦,nuò,N,17,1,False
3432,豁,huō|huò,H,17,1,True
3433,臀,tún,T,17,1,False
3434,臂,bei|bì,B,17,1,True
3435,翼,yì,Y,17,1,False
3436,骤,zhòu,Z,17,1,False
3437,藕,ǒu,Ǒ,18,1,False
3438,鞭,biān,B,18,1,False
3439,藤,téng,T,18,1,False
3440,覆,fù,F,18,1,False
3441,瞻,zhān,Z,18,1,False
3442,蹦,bèng,B,18,1,False
3443,嚣,xiāo,X,18,1,False
3444,镰,lián,L,18,1,False
3445,翻,fān,F,18,1,False
3446,鳍,qí,Q,18,1,False
3447,鹰,yīng,Y,18,1,False
3448,瀑,bào|pù,B,18,1,True
3449,襟,jīn,J,18,1,False
3450,璧,bì,B,18,1,False
3451,戳,chuō,C,18,1,False
3452,孽,niè,N,19,1,False
3453,警,jǐng,J,19,1,False
3454,蘑,mó,M,19,1,False
3455,藻,zǎo,Z,19,1,False
3456,攀,pān,P,19,1,False
3457,曝,bào|pù,B,19,1,True
3458,蹲,dūn,D,19,1,False
3459,蹭,cèng,C,19,1,False
3460,蹬,dēng,D,19,1,False
3461,巅,diān,D,19,1,False
3462,簸,bǒ|bò,B,19,1,True
3463,簿,bù,B,19,1,False
3464,蟹,xiè,X,19,1,False
3465,颤,chàn,C,19,1,False
3466,靡,mí|mǐ,M,19,1,True
3467,癣,xuǎn,X,19,1,False
3468,瓣,bàn,B,19,1,False
3469,羹,gēng,G,19,1,False
3470,鳖,biē,B,19,1,False
3471,爆,bào,B,19,1,False
3472,疆,jiāng,J,19,1,False
3473,鬓,bìn,B,20,1,False
3474,壤,rǎng,R,20,1,False
3475,馨,xīn,X,20,1,False
3476,耀,yào,Y,20,1,False
3477,躁,zào,Z,20,1,False
3478,蠕,rú,R,20,1,False
3479,嚼,jiáo|jiào|jué,J,20,1,True
3480,嚷,rāng|rǎng,R,20,1,True
3481,巍,wēi,W,20,1,False
3482,籍,jí,J,20,1,False
3483,鳞,lín,L,20,1,False
3484,魔,mó,M,20,1,False
3485,糯,nuò,N,20,1,False
3486,灌,guàn,G,20,1,False
3487,譬,pì,P,20,1,False
3488,蠢,chǔn,C,21,1,False
3489,霸,bà,B,21,1,False
3490,露,lòu|lù,L,21,1,True
3491,霹,pī,P,21,1,False
3492,躏,lìn,L,21,1,False
3493,黯,àn,À,21,1,False
3494,髓,suǐ,S,21,1,False
3495,赣,gàn,G,21,1,False
3496,囊,nāng|náng,N,22,1,True
3497,镶,xiāng,X,22,1,False
3498,瓤,ráng,R,22,1,False
3499,罐,guàn,G,23,1,False
3500,矗,chù,C,24,1,False
3501,乂,yì,Y,2,2,False
3502,乜,miē|niè,M,2,2,True
3503,兀,wù,W,3,2,False
3504,弋,yì,Y,3,2,False
3505,孑,jié,J,3,2,False
3506,孓,jué,J,3,2,False
3507,幺,yāo,Y,3,2,False
3508,亓,qí,Q,4,2,False
3509,韦,wéi,W,4,2,False
3510,廿,niàn,N,4,2,False
3511,丏,miǎn,M,4,2,False
3512,卅,sà,S,4,2,False
3513,仄,zè,Z,4,2,False
3514,厄,è,È,4,2,False
3515,仃,dīng,D,4,2,False
3516,仉,zhǎng,Z,4,2,False
3517,仂,lè,L,4,2,False
3518,兮,xī,X,4,2,False
3519,刈,yì,Y,4,2,False
